Kabupaten_Kota,Provinsi,Jenis_Daging,Tahun,Konsumsi_per_Minggu_dalam_Kg,Pengeluaran_per_Minggu_dalam_IDR
Tabalong,Kalimantan Selatan,Daging ayam kampung,2021,0.013,591.18
Tanah Bumbu,Kalimantan Selatan,Daging ayam kampung,2021,0.026,1312.85
Balangan,Kalimantan Selatan,Daging ayam kampung,2021,0.01,434.38
Kota Banjarmasin,Kalimantan Selatan,Daging ayam kampung,2021,0.002,179.96
Kota Banjar Baru,Kalimantan Selatan,Daging ayam kampung,2021,0.015,623.39
Paser,Kalimantan Timur,Daging ayam kampung,2021,0.025,1290.75
Kutai Barat,Kalimantan Timur,Daging ayam kampung,2021,0.014,721.86
Kutai Kartanegara,Kalimantan Timur,Daging ayam kampung,2021,0.01,513.97
Kutai Timur,Kalimantan Timur,Daging ayam kampung,2021,0.02,1084.16
Berau,Kalimantan Timur,Daging ayam kampung,2021,0.021,1026
Penajam Paser Utara,Kalimantan Timur,Daging ayam kampung,2021,0.01,366.69
Mahakam Ulu,Kalimantan Timur,Daging ayam kampung,2021,0.015,968.82
Kota Balikpapan,Kalimantan Timur,Daging ayam kampung,2021,0.005,475.79
Kota Samarinda,Kalimantan Timur,Daging ayam kampung,2021,0.005,233.55
Kota Bontang,Kalimantan Timur,Daging ayam kampung,2021,0.011,710.79
Malinau,Kalimantan Utara,Daging ayam kampung,2021,0.022,1481.54
Bulungan,Kalimantan Utara,Daging ayam kampung,2021,0.011,725.96
Tana Tidung,Kalimantan Utara,Daging ayam kampung,2021,0.01,584.67
Nunukan,Kalimantan Utara,Daging ayam kampung,2021,0.013,612.14
Kota Tarakan,Kalimantan Utara,Daging ayam kampung,2021,0.006,284.76
Bolaang Mongondow,Sulawesi Utara,Daging ayam kampung,2021,0.02,909.85
Minahasa,Sulawesi Utara,Daging ayam kampung,2021,0.016,872.04
Kepulauan Sangihe,Sulawesi Utara,Daging ayam kampung,2021,0.012,672.71
Kepulauan Talaud,Sulawesi Utara,Daging ayam kampung,2021,0.009,730.13
Minahasa Selatan,Sulawesi Utara,Daging ayam kampung,2021,0.016,760.99
Minahasa Utara,Sulawesi Utara,Daging ayam kampung,2021,0.03,1270.84
Bolaang Mongondow Utara,Sulawesi Utara,Daging ayam kampung,2021,0.027,921.47
Siau Tagulandang Biaro,Sulawesi Utara,Daging ayam kampung,2021,0.007,401.89
Minahasa Tenggara,Sulawesi Utara,Daging ayam kampung,2021,0.024,1274.92
Bolaang Mongondow Selatan,Sulawesi Utara,Daging ayam kampung,2021,0.01,491.21
Bolaang Mongondow Timur,Sulawesi Utara,Daging ayam kampung,2021,0.023,1179.53
Kota Manado,Sulawesi Utara,Daging ayam kampung,2021,0.005,247.8
Kota Bitung,Sulawesi Utara,Daging ayam kampung,2021,0.007,330.18
Kota Tomohon,Sulawesi Utara,Daging ayam kampung,2021,0.017,993.7
Kota Kotamobagu,Sulawesi Utara,Daging ayam kampung,2021,0.018,1268.82
Banggai Kepulauan,Sulawesi Tengah,Daging ayam kampung,2021,0.012,995.68
Banggai,Sulawesi Tengah,Daging ayam kampung,2021,0.014,865.37
Morowali,Sulawesi Tengah,Daging ayam kampung,2021,0.007,513.52
Poso,Sulawesi Tengah,Daging ayam kampung,2021,0.031,1581.35
Donggala,Sulawesi Tengah,Daging ayam kampung,2021,0.013,587.98
Toli-Toli,Sulawesi Tengah,Daging ayam kampung,2021,0.008,438.42
Buol,Sulawesi Tengah,Daging ayam kampung,2021,0.017,831.85
Parigi Moutong,Sulawesi Tengah,Daging ayam kampung,2021,0.017,647.77
Tojo Una-Una,Sulawesi Tengah,Daging ayam kampung,2021,0.014,666.97
Sigi,Sulawesi Tengah,Daging ayam kampung,2021,0.024,1260.13
Banggai Laut,Sulawesi Tengah,Daging ayam kampung,2021,0.007,618.55
Morowali Utara,Sulawesi Tengah,Daging ayam kampung,2021,0.024,1274.97
Kota Palu,Sulawesi Tengah,Daging ayam kampung,2021,0.007,339.28
Kepulauan Selayar,Sulawesi Selatan,Daging ayam kampung,2021,0.005,265.29
Bulukumba,Sulawesi Selatan,Daging ayam kampung,2021,0.017,1032.15
Bantaeng,Sulawesi Selatan,Daging ayam kampung,2021,0.015,1056.28
Jeneponto,Sulawesi Selatan,Daging ayam kampung,2021,0.032,1315.13
Takalar,Sulawesi Selatan,Daging ayam kampung,2021,0.009,371.77
Gowa,Sulawesi Selatan,Daging ayam kampung,2021,0.024,913.97
Sinjai,Sulawesi Selatan,Daging ayam kampung,2021,0.016,781.54
Maros,Sulawesi Selatan,Daging ayam kampung,2021,0.005,309
Pangkajene dan Kepulauan,Sulawesi Selatan,Daging ayam kampung,2021,0.017,608.33
Barru,Sulawesi Selatan,Daging ayam kampung,2021,0.005,206.8
Bone,Sulawesi Selatan,Daging ayam kampung,2021,0.015,485.28
Soppeng,Sulawesi Selatan,Daging ayam kampung,2021,0.011,430.02
Wajo,Sulawesi Selatan,Daging ayam kampung,2021,0.008,231.52
Sidenreng Rappang,Sulawesi Selatan,Daging ayam kampung,2021,0.014,558.47
Pinrang,Sulawesi Selatan,Daging ayam kampung,2021,0.01,313.09
Enrekang,Sulawesi Selatan,Daging ayam kampung,2021,0.025,1227.56
Luwu,Sulawesi Selatan,Daging ayam kampung,2021,0.03,1002.56
Tana Toraja,Sulawesi Selatan,Daging ayam kampung,2021,0.029,1509.47
Luwu Utara,Sulawesi Selatan,Daging ayam kampung,2021,0.012,510.18
Luwu Timur,Sulawesi Selatan,Daging ayam kampung,2021,0.031,1343.33
Toraja Utara,Sulawesi Selatan,Daging ayam kampung,2021,0.028,1761.35
Kota Makasar,Sulawesi Selatan,Daging ayam kampung,2021,0.014,572.16
Kota Parepare,Sulawesi Selatan,Daging ayam kampung,2021,0.005,320.5
Kota Palopo,Sulawesi Selatan,Daging ayam kampung,2021,0.011,544.2
Buton,Sulawesi Tenggara,Daging ayam kampung,2021,0.01,595.7
Muna,Sulawesi Tenggara,Daging ayam kampung,2021,0.008,405.96
Konawe,Sulawesi Tenggara,Daging ayam kampung,2021,0.025,1120.19
Kolaka,Sulawesi Tenggara,Daging ayam kampung,2021,0.011,474.86
Konawe Selatan,Sulawesi Tenggara,Daging ayam kampung,2021,0.028,1355.99
Bombana,Sulawesi Tenggara,Daging ayam kampung,2021,0.016,743.01
Wakatobi,Sulawesi Tenggara,Daging ayam kampung,2021,0.019,1601.33
Kolaka Utara,Sulawesi Tenggara,Daging ayam kampung,2021,0.022,885.8
Buton Utara,Sulawesi Tenggara,Daging ayam kampung,2021,0.008,576.01
Konawe Utara,Sulawesi Tenggara,Daging ayam kampung,2021,0.022,1133.66
Kolaka Timur,Sulawesi Tenggara,Daging ayam kampung,2021,0.029,1551.81
Konawe Kepulauan,Sulawesi Tenggara,Daging ayam kampung,2021,0.011,465.92
Muna Barat,Sulawesi Tenggara,Daging ayam kampung,2021,0.026,1388.47
Buton Tengah,Sulawesi Tenggara,Daging ayam kampung,2021,0.005,363.63
Buton Selatan,Sulawesi Tenggara,Daging ayam kampung,2021,0.01,663.12
Kota Kendari,Sulawesi Tenggara,Daging ayam kampung,2021,0.026,1974.98
Kota Baubau,Sulawesi Tenggara,Daging ayam kampung,2021,0.004,293.85
Boalemo,Gorontalo,Daging ayam kampung,2021,0.035,1094.71
Gorontalo,Gorontalo,Daging ayam kampung,2021,0.039,1389.58
Pohuwato,Gorontalo,Daging ayam kampung,2021,0.033,1380.58
Bone Bolango,Gorontalo,Daging ayam kampung,2021,0.026,1020.28
Gorontalo Utara,Gorontalo,Daging ayam kampung,2021,0.026,1010.29
Kota Gorontalo,Gorontalo,Daging ayam kampung,2021,0.006,297.49
Majene,Sulawesi Barat,Daging ayam kampung,2021,0.016,512.79
Polewali Mandar,Sulawesi Barat,Daging ayam kampung,2021,0.016,455.63
Mamasa,Sulawesi Barat,Daging ayam kampung,2021,0.027,1366.49
Mamuju,Sulawesi Barat,Daging ayam kampung,2021,0.014,644.53
Mamuju Utara,Sulawesi Barat,Daging ayam kampung,2021,0.03,1022.2
Mamuju Tengah,Sulawesi Barat,Daging ayam kampung,2021,0.033,1632.7
Maluku Tenggara Barat,Maluku,Daging ayam kampung,2021,,14.47
Maluku Tenggara,Maluku,Daging ayam kampung,2021,0.004,379.8
Maluku Tengah,Maluku,Daging ayam kampung,2021,0.008,442.9
Buru,Maluku,Daging ayam kampung,2021,0.027,1388.58
Kepulauan Aru,Maluku,Daging ayam kampung,2021,0.007,466.41
Seram Bagian Barat,Maluku,Daging ayam kampung,2021,0.016,915.28
Seram Bagian Timur,Maluku,Daging ayam kampung,2021,0.017,955.76
Maluku Barat Daya,Maluku,Daging ayam kampung,2021,0.012,1011.51
Buru Selatan,Maluku,Daging ayam kampung,2021,0.01,640.33
Kota Ambon,Maluku,Daging ayam kampung,2021,0.005,268.14
Kota Tual,Maluku,Daging ayam kampung,2021,,
Halmahera Barat,Maluku Utara,Daging ayam kampung,2021,0.013,814.89
Halmahera Tengah,Maluku Utara,Daging ayam kampung,2021,0.007,431.84
Kepulauan Sula,Maluku Utara,Daging ayam kampung,2021,0.002,178.26
Halmahera Selatan,Maluku Utara,Daging ayam kampung,2021,0.002,152.15
Halmahera Utara,Maluku Utara,Daging ayam kampung,2021,0.016,1216.57
Halmahera Timur,Maluku Utara,Daging ayam kampung,2021,0.01,657.44
Pulau Morotai,Maluku Utara,Daging ayam kampung,2021,0.006,597.76
Pulau Taliabu,Maluku Utara,Daging ayam kampung,2021,0.006,387.71
Kota Ternate,Maluku Utara,Daging ayam kampung,2021,,17.58
Kota Tidore Kepulauan,Maluku Utara,Daging ayam kampung,2021,0.012,749.83
Fakfak,Papua Barat,Daging ayam kampung,2021,0.011,786.76
Kaimana,Papua Barat,Daging ayam kampung,2021,0.005,249.21
Teluk Wondama,Papua Barat,Daging ayam kampung,2021,0.004,281.25
Teluk Bintuni,Papua Barat,Daging ayam kampung,2021,0.008,626.23
Manokwari,Papua Barat,Daging ayam kampung,2021,0.023,2866.16
Manokwari Selatan,Papua Barat,Daging ayam kampung,2021,0.023,2029.9
Pegunungan Arfak,Papua Barat,Daging ayam kampung,2021,0.021,1361.92
Raja Ampat,Papua Barat,Daging ayam kampung,2021,0.003,229.45
Sorong,Papua Barat,Daging ayam kampung,2021,0.02,1552.3
Sorong Selatan,Papua Barat,Daging ayam kampung,2021,0.01,639.32
Maybrat,Papua Barat,Daging ayam kampung,2021,0.004,261.94
Tambrauw,Papua Barat,Daging ayam kampung,2021,0.005,233.05
Kota Sorong,Papua Barat,Daging ayam kampung,2021,0.004,383.37
Jayapura,Papua,Daging ayam kampung,2021,0.002,186.98
Kepulauan Yapen,Papua,Daging ayam kampung,2021,0.003,248.07
Biak Numfor,Papua,Daging ayam kampung,2021,0.01,464.06
Sarmi,Papua,Daging ayam kampung,2021,0.005,493.62
Keerom,Papua,Daging ayam kampung,2021,0.018,1290.17
Waropen,Papua,Daging ayam kampung,2021,0.015,1180.53
Supiori,Papua,Daging ayam kampung,2021,0.006,312.9
Mamberamo Raya,Papua,Daging ayam kampung,2021,0.022,1753.76
Kota Jayapura,Papua,Daging ayam kampung,2021,0.005,354.8
Merauke,Papua,Daging ayam kampung,2021,0.062,4778.53
Boven Digoel,Papua,Daging ayam kampung,2021,0.017,1519.84
Mappi,Papua,Daging ayam kampung,2021,0.007,477.65
Asmat,Papua,Daging ayam kampung,2021,0.007,638.68
Mimika,Papua,Daging ayam kampung,2021,0.003,223.66
Dogiyai,Papua,Daging ayam kampung,2021,0.022,1707.27
Deiyai,Papua,Daging ayam kampung,2021,0.004,216.17
Nabire,Papua,Daging ayam kampung,2021,0.018,1679.93
Paniai,Papua,Daging ayam kampung,2021,0.014,606.7
Intan Jaya,Papua,Daging ayam kampung,2021,,
Puncak,Papua,Daging ayam kampung,2021,0.001,214.38
Puncak Jaya,Papua,Daging ayam kampung,2021,0.006,1151.88
Nduga,Papua,Daging ayam kampung,2021,0.022,11246.61
Jayawijaya,Papua,Daging ayam kampung,2021,0.019,1437.78
Lanny Jaya,Papua,Daging ayam kampung,2021,0.016,1556.72
Tolikara,Papua,Daging ayam kampung,2021,0.027,3012.47
Mamberamo Tengah,Papua,Daging ayam kampung,2021,0.081,5705.5
Yalimo,Papua,Daging ayam kampung,2021,0.063,8934.9
Yahukimo,Papua,Daging ayam kampung,2021,0.049,4632.91
Pegunungan Bintang,Papua,Daging ayam kampung,2021,0.027,2403.93
Simeulue,Aceh,Daging sapi,2022,0.002,267.81
Aceh Singkil,Aceh,Daging sapi,2022,0.004,394.37
Aceh Selatan,Aceh,Daging sapi,2022,0.001,125.87
Aceh Tenggara,Aceh,Daging sapi,2022,0.006,873.23
Aceh Timur,Aceh,Daging sapi,2022,0.005,726.55
Aceh Tengah,Aceh,Daging sapi,2022,0.003,481.91
Aceh Barat,Aceh,Daging sapi,2022,0.003,407.7
Aceh Besar,Aceh,Daging sapi,2022,0.003,393.53
Pidie,Aceh,Daging sapi,2022,0.003,487.52
Bireuen,Aceh,Daging sapi,2022,0.011,1861.07
Aceh Utara,Aceh,Daging sapi,2022,0.004,556.26
Aceh Barat Daya,Aceh,Daging sapi,2022,,
Gayo Lues,Aceh,Daging sapi,2022,0.026,3764.95
Aceh Tamiang,Aceh,Daging sapi,2022,0.005,692.53
Nagan Raya,Aceh,Daging sapi,2022,0.01,1646.11
Aceh Jaya,Aceh,Daging sapi,2022,0.003,364.19
Bener Meriah,Aceh,Daging sapi,2022,0.004,607.84
Pidie Jaya,Aceh,Daging sapi,2022,0.001,110.24
Kota Banda Aceh,Aceh,Daging sapi,2022,0.036,5225.87
Kota Sabang,Aceh,Daging sapi,2022,0.016,2817.16
Kota Langsa,Aceh,Daging sapi,2022,0.006,911.92
Kota Lhokseumawe,Aceh,Daging sapi,2022,0.004,652.13
Kota Subulussalam,Aceh,Daging sapi,2022,0.001,163.44
Nias,Sumatera Utara,Daging sapi,2022,,13.72
Mandailing Natal,Sumatera Utara,Daging sapi,2022,0.001,217.06
Tapanuli Selatan,Sumatera Utara,Daging sapi,2022,0.002,244.43
Tapanuli Tengah,Sumatera Utara,Daging sapi,2022,,
Tapanuli Utara,Sumatera Utara,Daging sapi,2022,0.001,73.18
Toba Samosir,Sumatera Utara,Daging sapi,2022,0.002,298.41
Labuhan Batu,Sumatera Utara,Daging sapi,2022,0.005,592.11
Asahan,Sumatera Utara,Daging sapi,2022,0.002,241.82
Simalungun,Sumatera Utara,Daging sapi,2022,0.002,204.43
Dairi,Sumatera Utara,Daging sapi,2022,0.003,409.57
Karo,Sumatera Utara,Daging sapi,2022,0.007,716.43
Deli Serdang,Sumatera Utara,Daging sapi,2022,0.01,1181.47
Langkat,Sumatera Utara,Daging sapi,2022,0.006,645.02
Nias Selatan,Sumatera Utara,Daging sapi,2022,,
Humbang Hasundutan,Sumatera Utara,Daging sapi,2022,,
Pakpak Bharat,Sumatera Utara,Daging sapi,2022,0.002,276.15
Samosir,Sumatera Utara,Daging sapi,2022,0.001,192.3
Serdang Bedagai,Sumatera Utara,Daging sapi,2022,0.001,161.26
Batu Bara,Sumatera Utara,Daging sapi,2022,0.004,576.39
Padang Lawas Utara,Sumatera Utara,Daging sapi,2022,0.006,802.09
Padang Lawas,Sumatera Utara,Daging sapi,2022,0.001,160.08
Labuhan Batu Selatan,Sumatera Utara,Daging sapi,2022,0.004,459.39
Labuhan Batu Utara,Sumatera Utara,Daging sapi,2022,0.003,414.47
Nias Utara,Sumatera Utara,Daging sapi,2022,,38.24
Nias Barat,Sumatera Utara,Daging sapi,2022,,19
Kota Sibolga,Sumatera Utara,Daging sapi,2022,,48.72
Kota Tanjung Balai,Sumatera Utara,Daging sapi,2022,0.005,586.94
Kota Pematang Siantar,Sumatera Utara,Daging sapi,2022,0.007,900.32
Kota Tebing Tinggi,Sumatera Utara,Daging sapi,2022,0.006,921.51
Kota Medan,Sumatera Utara,Daging sapi,2022,0.011,1611.37
Kota Binjai,Sumatera Utara,Daging sapi,2022,0.006,901.83
Kota Padangsidimpuan,Sumatera Utara,Daging sapi,2022,0.004,554.1
Kota Gunungsitoli,Sumatera Utara,Daging sapi,2022,0.001,162.14
Kepulauan Mentawai,Sumatera Barat,Daging sapi,2022,,46.91
Pesisir Selatan,Sumatera Barat,Daging sapi,2022,0.001,184.14
Solok,Sumatera Barat,Daging sapi,2022,0.014,1818.08
Sijunjung,Sumatera Barat,Daging sapi,2022,0.011,1277.08
Tanah Datar,Sumatera Barat,Daging sapi,2022,0.02,2600.39
Padang Pariaman,Sumatera Barat,Daging sapi,2022,0.012,1568.74
Agam,Sumatera Barat,Daging sapi,2022,0.012,1651.48
Lima Puluh Kota,Sumatera Barat,Daging sapi,2022,0.017,1681.8
Pasaman,Sumatera Barat,Daging sapi,2022,0.003,489.39
Solok Selatan,Sumatera Barat,Daging sapi,2022,0.01,1218.97
Dharmasraya,Sumatera Barat,Daging sapi,2022,0.005,695.6
Pasaman Barat,Sumatera Barat,Daging sapi,2022,0.004,489.78
Kota Padang,Sumatera Barat,Daging sapi,2022,0.02,2940.64
Kota Solok,Sumatera Barat,Daging sapi,2022,0.023,3039.31
Kota Sawah Lunto,Sumatera Barat,Daging sapi,2022,0.03,3569.64
Kota Padang Panjang,Sumatera Barat,Daging sapi,2022,0.041,5446.74
Kota Bukittinggi,Sumatera Barat,Daging sapi,2022,0.03,4367.75
Kota Payakumbuh,Sumatera Barat,Daging sapi,2022,0.015,1863.93
Kota Pariaman,Sumatera Barat,Daging sapi,2022,0.007,984.45
Kuantan Singingi,Riau,Daging sapi,2022,0.008,1163.78
Indragiri Hulu,Riau,Daging sapi,2022,0.003,352.27
Indragiri Hilir,Riau,Daging sapi,2022,0.002,283.61
Pelalawan,Riau,Daging sapi,2022,0.02,2357.84
Siak,Riau,Daging sapi,2022,0.01,1357.39
Kampar,Riau,Daging sapi,2022,0.009,1213.89
Rokan Hulu,Riau,Daging sapi,2022,0.01,1305.94
Bengkalis,Riau,Daging sapi,2022,0.008,1145.51
Rokan Hilir,Riau,Daging sapi,2022,0.008,945.82
Kepulauan Meranti,Riau,Daging sapi,2022,,26.86
Kota Pekanbaru,Riau,Daging sapi,2022,0.017,3012.21
Kota Dumai,Riau,Daging sapi,2022,0.011,1455.53
Kerinci,Jambi,Daging sapi,2022,0.012,1565.05
Merangin,Jambi,Daging sapi,2022,0.007,817.56
Sarolangun,Jambi,Daging sapi,2022,0.006,908.21
Batang Hari,Jambi,Daging sapi,2022,0.008,1003.62
Muaro Jambi,Jambi,Daging sapi,2022,0.005,569.15
Tanjung Jabung Timur,Jambi,Daging sapi,2022,0.002,313.8
Tanjung Jabung Barat,Jambi,Daging sapi,2022,0.002,227.04
Tebo,Jambi,Daging sapi,2022,0.004,628.07
Bungo,Jambi,Daging sapi,2022,0.009,1132.16
Kota Jambi,Jambi,Daging sapi,2022,0.017,2319.78
Kota Sungai Penuh,Jambi,Daging sapi,2022,0.017,2281.08
Ogan Komering Ulu,Sumatera Selatan,Daging sapi,2022,0.006,765.75
Ogan Komering Ilir,Sumatera Selatan,Daging sapi,2022,0.003,365.39
Muara Enim,Sumatera Selatan,Daging sapi,2022,0.006,816.7
Lahat,Sumatera Selatan,Daging sapi,2022,0.006,777.11
Musi Rawas,Sumatera Selatan,Daging sapi,2022,0.006,719.42
Musi Banyuasin,Sumatera Selatan,Daging sapi,2022,0.009,1014.2
Banyu Asin,Sumatera Selatan,Daging sapi,2022,0.003,368.93
Ogan Komering Ulu Selatan,Sumatera Selatan,Daging sapi,2022,0.002,275.06
Ogan Komering Ulu Timur,Sumatera Selatan,Daging sapi,2022,0.009,1240.66
Ogan Ilir,Sumatera Selatan,Daging sapi,2022,0.001,142.83
Empat Lawang,Sumatera Selatan,Daging sapi,2022,0.004,485.38
Penukal Abab Lematang Ilir,Sumatera Selatan,Daging sapi,2022,0.003,387.79
Musi Rawas Utara,Sumatera Selatan,Daging sapi,2022,0.008,1076.37
Kota Palembang,Sumatera Selatan,Daging sapi,2022,0.013,1749.13
Kota Prabumulih,Sumatera Selatan,Daging sapi,2022,0.01,1224.89
Kota Pagar Alam,Sumatera Selatan,Daging sapi,2022,0.006,671.68
Kota Lubuklinggau,Sumatera Selatan,Daging sapi,2022,0.01,1289.82
Bengkulu Selatan,Bengkulu,Daging sapi,2022,0.007,819.12
Rejang Lebong,Bengkulu,Daging sapi,2022,0.005,624.51
Bengkulu Utara,Bengkulu,Daging sapi,2022,0.012,1687.6
Kaur,Bengkulu,Daging sapi,2022,0.01,1220.8
Seluma,Bengkulu,Daging sapi,2022,0.003,402.34
Mukomuko,Bengkulu,Daging sapi,2022,0.005,630.83
Lebong,Bengkulu,Daging sapi,2022,0.006,807.35
Kepahiang,Bengkulu,Daging sapi,2022,0.01,1195.89
Bengkulu Tengah,Bengkulu,Daging sapi,2022,0.005,612.24
Kota Bengkulu,Bengkulu,Daging sapi,2022,0.014,2017.48
Lampung Barat,Lampung,Daging sapi,2022,0.003,339.96
Tanggamus,Lampung,Daging sapi,2022,0.005,746.55
Lampung Selatan,Lampung,Daging sapi,2022,0.001,194.73
Lampung Timur,Lampung,Daging sapi,2022,0.001,168.97
Lampung Tengah,Lampung,Daging sapi,2022,0.002,267.43
Lampung Utara,Lampung,Daging sapi,2022,0.002,283.19
Way Kanan,Lampung,Daging sapi,2022,0.002,306.6
Tulangbawang,Lampung,Daging sapi,2022,0.001,178.72
Pesawaran,Lampung,Daging sapi,2022,0.003,422.74
Pringsewu,Lampung,Daging sapi,2022,0.003,407.05
Mesuji,Lampung,Daging sapi,2022,,30.99
Tulang Bawang Barat,Lampung,Daging sapi,2022,0.004,429.53
Pesisir Barat,Lampung,Daging sapi,2022,0.001,134.07
Kota Bandar Lampung,Lampung,Daging sapi,2022,0.014,2081.7
Kota Metro,Lampung,Daging sapi,2022,0.007,924.97
Bangka,Bangka Belitung,Daging sapi,2022,0.028,3796.33
Belitung,Bangka Belitung,Daging sapi,2022,0.012,1533.77
Bangka Barat,Bangka Belitung,Daging sapi,2022,0.018,2477.44
Bangka Tengah,Bangka Belitung,Daging sapi,2022,0.03,3960.54
Bangka Selatan,Bangka Belitung,Daging sapi,2022,0.036,4801.36
Belitung Timur,Bangka Belitung,Daging sapi,2022,0.018,2444.43
Kota Pangkal Pinang,Bangka Belitung,Daging sapi,2022,0.031,4072.17
Karimun,Kepulauan Riau,Daging sapi,2022,0.005,506.65
Bintan,Kepulauan Riau,Daging sapi,2022,0.009,943.27
Natuna,Kepulauan Riau,Daging sapi,2022,0.005,555.08
Lingga,Kepulauan Riau,Daging sapi,2022,0.001,162.08
Kepulauan Anambas,Kepulauan Riau,Daging sapi,2022,0.001,84.05
Kota Batam,Kepulauan Riau,Daging sapi,2022,0.014,1527.26
Kota Tanjung Pinang,Kepulauan Riau,Daging sapi,2022,0.007,710.05
Kep. Seribu,DKI Jakarta,Daging sapi,2022,0.036,3207.76
Kota Jakarta Selatan,DKI Jakarta,Daging sapi,2022,0.042,6154.08
Kota Jakarta Timur,DKI Jakarta,Daging sapi,2022,0.053,6520.68
Kota Jakarta Pusat,DKI Jakarta,Daging sapi,2022,0.043,5588.04
Kota Jakarta Barat,DKI Jakarta,Daging sapi,2022,0.03,3680.85
Kota Jakarta Utara,DKI Jakarta,Daging sapi,2022,0.034,4368.97
Bogor,Jawa Barat,Daging sapi,2022,0.011,1604.72
Sukabumi,Jawa Barat,Daging sapi,2022,0.01,1259.09
Cianjur,Jawa Barat,Daging sapi,2022,0.005,593.59
Bandung,Jawa Barat,Daging sapi,2022,0.008,1082.77
Garut,Jawa Barat,Daging sapi,2022,0.005,585.81
Tasikmalaya,Jawa Barat,Daging sapi,2022,0.008,946.89
Ciamis,Jawa Barat,Daging sapi,2022,0.008,1041.05
Kuningan,Jawa Barat,Daging sapi,2022,0.008,1010.26
Cirebon,Jawa Barat,Daging sapi,2022,0.008,915.91
Majalengka,Jawa Barat,Daging sapi,2022,0.008,986.53
Sumedang,Jawa Barat,Daging sapi,2022,0.006,803.98
Indramayu,Jawa Barat,Daging sapi,2022,0.003,417.07
Subang,Jawa Barat,Daging sapi,2022,0.01,1316.36
Purwakarta,Jawa Barat,Daging sapi,2022,0.009,1095.33
Karawang,Jawa Barat,Daging sapi,2022,0.006,880.93
Bekasi,Jawa Barat,Daging sapi,2022,0.015,2090.41
Bandung Barat,Jawa Barat,Daging sapi,2022,0.007,897.08
Pangandaran,Jawa Barat,Daging sapi,2022,0.007,844.34
Kota Bogor,Jawa Barat,Daging sapi,2022,0.018,2421.02
Kota Sukabumi,Jawa Barat,Daging sapi,2022,0.023,3759.46
Kota Bandung,Jawa Barat,Daging sapi,2022,0.025,4058.99
Kota Cirebon,Jawa Barat,Daging sapi,2022,0.018,2288.06
Kota Bekasi,Jawa Barat,Daging sapi,2022,0.039,5877.28
Kota Depok,Jawa Barat,Daging sapi,2022,0.026,4522.12
Kota Cimahi,Jawa Barat,Daging sapi,2022,0.018,2777.78
Kota Tasikmalaya,Jawa Barat,Daging sapi,2022,0.011,1698.33
Kota Banjar,Jawa Barat,Daging sapi,2022,0.014,1699.48
Cilacap,Jawa Tengah,Daging sapi,2022,0.002,290.36
Banyumas,Jawa Tengah,Daging sapi,2022,0.005,633.37
Purbalingga,Jawa Tengah,Daging sapi,2022,0.002,206.73
Banjarnegara,Jawa Tengah,Daging sapi,2022,0.003,395.74
Kebumen,Jawa Tengah,Daging sapi,2022,0.003,399.09
Purworejo,Jawa Tengah,Daging sapi,2022,0.004,627.62
Wonosobo,Jawa Tengah,Daging sapi,2022,0.008,922.42
Magelang,Jawa Tengah,Daging sapi,2022,0.007,898.99
Boyolali,Jawa Tengah,Daging sapi,2022,0.002,214.39
Klaten,Jawa Tengah,Daging sapi,2022,0.003,423.57
Sukoharjo,Jawa Tengah,Daging sapi,2022,0.006,934.91
Wonogiri,Jawa Tengah,Daging sapi,2022,0.008,961.33
Karanganyar,Jawa Tengah,Daging sapi,2022,0.003,345.88
Sragen,Jawa Tengah,Daging sapi,2022,0.002,203.33
Grobogan,Jawa Tengah,Daging sapi,2022,0.003,299.97
Blora,Jawa Tengah,Daging sapi,2022,0.006,662.21
Rembang,Jawa Tengah,Daging sapi,2022,0.006,692.88
Pati,Jawa Tengah,Daging sapi,2022,0.009,1158.02
Kudus,Jawa Tengah,Daging sapi,2022,0.005,525.61
Jepara,Jawa Tengah,Daging sapi,2022,0.005,681.79
Demak,Jawa Tengah,Daging sapi,2022,0.007,882.17
Semarang,Jawa Tengah,Daging sapi,2022,0.005,619.19
Temanggung,Jawa Tengah,Daging sapi,2022,0.005,606.69
Kendal,Jawa Tengah,Daging sapi,2022,0.006,669.06
Batang,Jawa Tengah,Daging sapi,2022,0.005,585.51
Pekalongan,Jawa Tengah,Daging sapi,2022,0.007,785.98
Pemalang,Jawa Tengah,Daging sapi,2022,0.003,334.97
Tegal,Jawa Tengah,Daging sapi,2022,0.002,212.83
Brebes,Jawa Tengah,Daging sapi,2022,0.001,159.24
Kota Magelang,Jawa Tengah,Daging sapi,2022,0.013,1836.57
