Kabupaten_Kota,Provinsi,Jenis_Daging,Tahun,Konsumsi_per_Minggu_dalam_Kg,Pengeluaran_per_Minggu_dalam_IDR,Kategori_Konsumsi,Kategori_Pengeluaran
Bolaang Mongondow Utara,Sulawesi Utara,Daging sapi,2022,0.007,765.57,Low,Medium
Siau Tagulandang Biaro,Sulawesi Utara,Daging sapi,2022,,,Unknown,Unknown
Minahasa Tenggara,Sulawesi Utara,Daging sapi,2022,0.002,186.94,Low,Low
Bolaang Mongondow Selatan,Sulawesi Utara,Daging sapi,2022,0.003,332.06,Low,Low
Bolaang Mongondow Timur,Sulawesi Utara,Daging sapi,2022,0.005,711.03,Low,Medium
Kota Manado,Sulawesi Utara,Daging sapi,2022,0.004,459.7,Low,Low
Kota Bitung,Sulawesi Utara,Daging sapi,2022,0.001,78.08,Low,Low
Kota Tomohon,Sulawesi Utara,Daging sapi,2022,0.001,115.55,Low,Low
Kota Kotamobagu,Sulawesi Utara,Daging sapi,2022,0.005,574.13,Low,Low
Banggai Kepulauan,Sulawesi Tengah,Daging sapi,2022,0.001,91.11,Low,Low
Banggai,Sulawesi Tengah,Daging sapi,2022,0.001,123.06,Low,Low
Morowali,Sulawesi Tengah,Daging sapi,2022,0.005,563.7,Low,Low
Poso,Sulawesi Tengah,Daging sapi,2022,0.007,631.18,Low,Medium
Donggala,Sulawesi Tengah,Daging sapi,2022,0.002,229.17,Low,Low
Toli-Toli,Sulawesi Tengah,Daging sapi,2022,0.006,620.84,Low,Medium
Buol,Sulawesi Tengah,Daging sapi,2022,0.004,377.69,Low,Low
Parigi Moutong,Sulawesi Tengah,Daging sapi,2022,0.004,445.06,Low,Low
Tojo Una-Una,Sulawesi Tengah,Daging sapi,2022,0.003,389.11,Low,Low
Sigi,Sulawesi Tengah,Daging sapi,2022,0.005,453.87,Low,Low
Banggai Laut,Sulawesi Tengah,Daging sapi,2022,0.001,142.6,Low,Low
Morowali Utara,Sulawesi Tengah,Daging sapi,2022,0.003,289.12,Low,Low
Kota Palu,Sulawesi Tengah,Daging sapi,2022,0.011,1255.95,Medium,Medium
Kepulauan Selayar,Sulawesi Selatan,Daging sapi,2022,0.001,91.1,Low,Low
Bulukumba,Sulawesi Selatan,Daging sapi,2022,0.004,452.27,Low,Low
Bantaeng,Sulawesi Selatan,Daging sapi,2022,0.001,197.19,Low,Low
Jeneponto,Sulawesi Selatan,Daging sapi,2022,,1.82,Unknown,Low
Takalar,Sulawesi Selatan,Daging sapi,2022,0.003,378.02,Low,Low
Gowa,Sulawesi Selatan,Daging sapi,2022,0.004,451.43,Low,Low
Sinjai,Sulawesi Selatan,Daging sapi,2022,0.001,150.93,Low,Low
Maros,Sulawesi Selatan,Daging sapi,2022,0.004,484.42,Low,Low
Pangkajene dan Kepulauan,Sulawesi Selatan,Daging sapi,2022,0.006,612.52,Low,Low
Barru,Sulawesi Selatan,Daging sapi,2022,0.004,421.48,Low,Low
Bone,Sulawesi Selatan,Daging sapi,2022,0.002,263.82,Low,Low
Soppeng,Sulawesi Selatan,Daging sapi,2022,0.003,286.82,Low,Low
Wajo,Sulawesi Selatan,Daging sapi,2022,0.002,204.09,Low,Low
Sidenreng Rappang,Sulawesi Selatan,Daging sapi,2022,0.007,441.32,Low,Low
Pinrang,Sulawesi Selatan,Daging sapi,2022,0.002,232.45,Low,Low
Enrekang,Sulawesi Selatan,Daging sapi,2022,0.006,775.65,Low,Medium
Luwu,Sulawesi Selatan,Daging sapi,2022,0.006,642.11,Low,Medium
Tana Toraja,Sulawesi Selatan,Daging sapi,2022,0.001,152.85,Low,Low
Luwu Utara,Sulawesi Selatan,Daging sapi,2022,0.002,289.64,Low,Low
Luwu Timur,Sulawesi Selatan,Daging sapi,2022,0.001,134.98,Low,Low
Toraja Utara,Sulawesi Selatan,Daging sapi,2022,,6.33,Unknown,Low
Kota Makasar,Sulawesi Selatan,Daging sapi,2022,0.017,2200.88,Medium,High
Kota Parepare,Sulawesi Selatan,Daging sapi,2022,0.001,167.95,Low,Low
Kota Palopo,Sulawesi Selatan,Daging sapi,2022,0.004,456.76,Low,Low
Buton,Sulawesi Tenggara,Daging sapi,2022,0.001,75.55,Low,Low
Muna,Sulawesi Tenggara,Daging sapi,2022,0.001,65.47,Low,Low
Konawe,Sulawesi Tenggara,Daging sapi,2022,0.014,1759.33,Medium,Medium
Kolaka,Sulawesi Tenggara,Daging sapi,2022,0.004,493.41,Low,Low
Konawe Selatan,Sulawesi Tenggara,Daging sapi,2022,,22.87,Unknown,Low
Bombana,Sulawesi Tenggara,Daging sapi,2022,0.004,449.38,Low,Low
Wakatobi,Sulawesi Tenggara,Daging sapi,2022,,,Unknown,Unknown
Kolaka Utara,Sulawesi Tenggara,Daging sapi,2022,0.001,138.2,Low,Low
Buton Utara,Sulawesi Tenggara,Daging sapi,2022,,17.46,Unknown,Low
Konawe Utara,Sulawesi Tenggara,Daging sapi,2022,0.006,693.52,Low,Medium
Kolaka Timur,Sulawesi Tenggara,Daging sapi,2022,0.005,676.05,Low,Medium
Konawe Kepulauan,Sulawesi Tenggara,Daging sapi,2022,0.001,84.94,Low,Low
Muna Barat,Sulawesi Tenggara,Daging sapi,2022,0.001,90.4,Low,Low
Buton Tengah,Sulawesi Tenggara,Daging sapi,2022,,47.33,Unknown,Low
Buton Selatan,Sulawesi Tenggara,Daging sapi,2022,,46.7,Unknown,Low
Kota Kendari,Sulawesi Tenggara,Daging sapi,2022,0.007,1010.91,Low,Medium
Kota Baubau,Sulawesi Tenggara,Daging sapi,2022,0.002,200.77,Low,Low
Boalemo,Gorontalo,Daging sapi,2022,0.005,655.87,Low,Medium
Gorontalo,Gorontalo,Daging sapi,2022,0.007,836.67,Low,Medium
Pohuwato,Gorontalo,Daging sapi,2022,0.003,334.13,Low,Low
Bone Bolango,Gorontalo,Daging sapi,2022,0.005,619.22,Low,Medium
Gorontalo Utara,Gorontalo,Daging sapi,2022,0.008,931.63,Low,Medium
Kota Gorontalo,Gorontalo,Daging sapi,2022,0.009,1058.21,Medium,Medium
Majene,Sulawesi Barat,Daging sapi,2022,,,Unknown,Unknown
Polewali Mandar,Sulawesi Barat,Daging sapi,2022,,54.96,Unknown,Low
Mamasa,Sulawesi Barat,Daging sapi,2022,0.002,251.91,Low,Low
Mamuju,Sulawesi Barat,Daging sapi,2022,0.002,208.96,Low,Low
Mamuju Utara,Sulawesi Barat,Daging sapi,2022,0.007,826.75,Low,Medium
Mamuju Tengah,Sulawesi Barat,Daging sapi,2022,0.003,292.13,Low,Low
Maluku Tenggara Barat,Maluku,Daging sapi,2022,,4.05,Unknown,Low
Maluku Tenggara,Maluku,Daging sapi,2022,,,Unknown,Unknown
Maluku Tengah,Maluku,Daging sapi,2022,0.002,144.37,Low,Low
Buru,Maluku,Daging sapi,2022,0.005,489.95,Low,Low
Kepulauan Aru,Maluku,Daging sapi,2022,,50.53,Unknown,Low
Seram Bagian Barat,Maluku,Daging sapi,2022,,14.77,Unknown,Low
Seram Bagian Timur,Maluku,Daging sapi,2022,,12.6,Unknown,Low
Maluku Barat Daya,Maluku,Daging sapi,2022,0.004,321.83,Low,Low
Buru Selatan,Maluku,Daging sapi,2022,,5.89,Unknown,Low
Kota Ambon,Maluku,Daging sapi,2022,0.003,393.7,Low,Low
Kota Tual,Maluku,Daging sapi,2022,,49.26,Unknown,Low
Halmahera Barat,Maluku Utara,Daging sapi,2022,0.003,246.1,Low,Low
Halmahera Tengah,Maluku Utara,Daging sapi,2022,0.001,76.87,Low,Low
Kepulauan Sula,Maluku Utara,Daging sapi,2022,0.002,120.8,Low,Low
Halmahera Selatan,Maluku Utara,Daging sapi,2022,0.002,227.02,Low,Low
Halmahera Utara,Maluku Utara,Daging sapi,2022,0.004,471.57,Low,Low
Halmahera Timur,Maluku Utara,Daging sapi,2022,0.002,204.07,Low,Low
Pulau Morotai,Maluku Utara,Daging sapi,2022,0.003,287.82,Low,Low
Pulau Taliabu,Maluku Utara,Daging sapi,2022,,32.6,Unknown,Low
Kota Ternate,Maluku Utara,Daging sapi,2022,0.002,273.64,Low,Low
Kota Tidore Kepulauan,Maluku Utara,Daging sapi,2022,0.001,98.83,Low,Low
Fakfak,Papua Barat,Daging sapi,2022,0.004,420.91,Low,Low
Kaimana,Papua Barat,Daging sapi,2022,0.001,173.99,Low,Low
Teluk Wondama,Papua Barat,Daging sapi,2022,,7.72,Unknown,Low
Teluk Bintuni,Papua Barat,Daging sapi,2022,0.006,765.37,Low,Medium
Manokwari,Papua Barat,Daging sapi,2022,0.006,812.28,Low,Medium
Manokwari Selatan,Papua Barat,Daging sapi,2022,0.005,614.14,Low,Low
Pegunungan Arfak,Papua Barat,Daging sapi,2022,0.011,1126.5,Medium,Medium
Raja Ampat,Papua Barat,Daging sapi,2022,0.001,68.83,Low,Low
Sorong,Papua Barat,Daging sapi,2022,0.005,687.82,Low,Medium
Sorong Selatan,Papua Barat,Daging sapi,2022,0.001,62.79,Low,Low
Maybrat,Papua Barat,Daging sapi,2022,,,Unknown,Unknown
Tambrauw,Papua Barat,Daging sapi,2022,0.001,109.73,Low,Low
Kota Sorong,Papua Barat,Daging sapi,2022,0.006,742.78,Low,Medium
